,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,EMG9,EMG10,EMG11,EMG12,EMG13,EMG14,EMG15,EMG16
0,2.6196721058583618e-08,8.197102876963621e-08,7.692960334826465e-08,6.52417194107593e-06,2.159696701564211e-07,1.7821314266859457e-07,3.054119912712204e-07,3.1692710837034694e-08,1.4785243665463185e-06,9.243507424838295e-08,-1.9040597974202966e-08,2.6533738796268335e-07,2.0931677597175755e-08,2.437460601792729e-07,5.895895204380878e-07,4.864969305106159e-07
1,5.970159943025254e-08,1.0194286880680496e-07,1.2900260053370533e-07,8.156197081136483e-06,2.558070540174131e-07,2.823337821621101e-07,4.2153659143488855e-07,6.489358835216707e-07,2.279410160122372e-06,1.8978094352911253e-07,6.052738281882011e-08,3.4895730990689774e-07,6.375273579002744e-08,3.101375531468258e-07,8.65599739597722e-07,8.132095426412635e-07
2,9.326633503417016e-08,1.231160724689158e-07,1.816522849521154e-07,9.819534849179972e-06,2.966911269619743e-07,3.8193705677613296e-07,5.348994880055578e-07,1.2496629003837188e-06,3.0567242536465103e-06,2.853043424769014e-07,1.371484802762076e-07,4.352516831565264e-07,1.0665753651530681e-07,3.7637651526361767e-07,1.1316874097403897e-06,1.1371530666697173e-06
3,1.2661123337844518e-07,1.4531623568139394e-07,2.3425627316937211e-07,1.1498373742426595e-05,3.3802729832945056e-07,4.75845545169732e-07,6.433067917390886e-07,1.8284686590478718e-06,3.8066641346740553e-06,3.77384014094176e-07,2.0969578407411362e-07,5.228413982926414e-07,1.4889358249633277e-07,4.4172482711204187e-07,1.3855008101100157e-06,1.456037669130943e-06
4,1.595101417916843e-07,1.684562656856142e-07,2.8617645641945955e-07,1.3175596245397817e-05,3.792954013216708e-07,5.630343517585894e-07,7.450741220019988e-07,2.3801489379316963e-06,4.525221468712075e-06,4.6456831936143703e-07,2.7732872731464314e-07,6.10539297227638e-07,1.8984593852949015e-07,5.05532341712841e-07,1.624623210141992e-06,1.7674764261159515e-06
5,1.9181072044727732e-07,1.9251978474771396e-07,3.3678260589800475e-07,1.4833109253840927e-05,4.200466205441267e-07,6.427681905532535e-07,8.392775572484669e-07,2.8999344003596225e-06,5.207865064449614e-06,5.456678123380219e-07,3.395932967750752e-07,6.974027968294608e-07,2.2912531160324236e-07,5.672014255742261e-07,1.8465003676651904e-06,2.068874811037537e-06
6,2.2342347555250745e-07,2.1752071309464524e-07,3.854866601700938e-07,1.6453495769339234e-05,4.59892356753244e-07,7.146650495253079e-07,9.257526728077237e-07,3.383725248106899e-06,5.8493686388664844e-06,6.19886006962142e-07,3.9637928518704754e-07,7.826863803138703e-07,2.6657547249688793e-07,6.261737927412775e-07,2.048524941258757e-06,2.357501681015374e-06
7,2.542955922950616e-07,2.4347253473998945e-07,4.318146364078141e-07,1.8022469094955105e-05,4.985146587482242e-07,7.786081151675924e-07,1.0048362588313441e-06,3.828314171525317e-06,6.444073545138413e-06,6.869237168116762e-07,4.477770509453689e-07,8.658226254453271e-07,3.0220011611804737e-07,6.819184537516099e-07,2.228354640113614e-06,2.630758897021122e-06
8,2.844037979760802e-07,2.703686744127919e-07,4.755050837345119e-07,1.953042071742403e-05,5.356636859073473e-07,8.346255529722584e-07,1.0770412649079734e-06,4.2316335102089716e-06,6.9866821592649965e-06,7.469262332233064e-07,4.939852285276095e-07,9.465083408819519e-07,3.36091393200664e-07,7.339080921866597e-07,2.3843404039391667e-06,2.886429184000682e-06
9,3.1375268505384325e-07,2.981681225765549e-07,5.165281346850887e-07,2.0971913282124947e-05,5.711008948467213e-07,8.829040942954292e-07,1.1428681219330476e-06,4.5929793657365675e-06,7.47320114184341e-06,8.002896339139218e-07,5.353282968572248e-07,1.0247095045745385e-06,3.6840490611523004e-07,7.815984568670279e-07,2.5157915373211778e-06,3.122729938284771e-06
