,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,EMG9,EMG10,EMG11,EMG12,EMG13,EMG14,EMG15,EMG16
0,3.182456829635071e-07,3.1914886364810583e-07,6.452780597979205e-08,2.2004537342334665e-06,4.407819061749557e-07,3.014284929982884e-07,2.3479636756825188e-08,2.124058487281774e-07,1.1862051167601804e-06,3.9218490976027886e-07,1.173571676646668e-07,8.655976264111391e-06,1.0642995436157642e-07,1.44791837256968e-07,1.5775249376097695e-07,1.490402742876862e-07
1,4.105538633371353e-07,4.885007665219245e-07,1.7718845236491602e-07,2.908925648135142e-06,5.521433292309791e-07,3.524087507590818e-07,1.4440112538755998e-07,3.033776764935128e-07,1.5803335876954516e-06,4.464955651700901e-07,1.9939553385630782e-07,1.381456785164945e-05,2.3222405030501558e-07,2.525951453830712e-07,2.94921387371484e-07,2.545936269432917e-07
2,5.086587101441166e-07,6.57755993984073e-07,2.877253696758058e-07,3.609703160060655e-06,6.590253278112456e-07,4.0294731862420685e-07,2.607683460450139e-07,3.908321583707434e-07,1.978962197975807e-06,5.036283702263184e-07,2.7928571270089225e-07,1.872416812771507e-05,3.5652305199527194e-07,3.6009731218140396e-07,4.2953584322706283e-07,3.623722852465177e-07
3,6.123539892689879e-07,8.244482207005474e-07,3.947109248537359e-07,4.288738068900751e-06,7.608195328440006e-07,4.5268996344313014e-07,3.71730040753009e-07,4.7434713020975307e-07,2.3726611508088627e-06,5.627904325405988e-07,3.5668347826240197e-07,2.3343493998903592e-05,4.771478550329203e-07,4.661103134775799e-07,5.591454348650651e-07,4.715735575130197e-07
4,7.216048652094335e-07,9.86271164253081e-07,4.967520111417125e-07,4.934647706206656e-06,8.56837426650746e-07,5.012534937324527e-07,4.7643717169981444e-07,5.535465011309605e-07,2.7532969763958757e-06,6.231517159123923e-07,4.3129698925126204e-07,2.763606848307597e-05,5.919763276567519e-07,5.695224871416251e-07,6.814006087572674e-07,5.816242950296338e-07
5,8.36511688307585e-07,1.1411764169218725e-06,5.925492505066834e-07,5.539140869963566e-06,9.463433735485562e-07,5.482387855933016e-07,5.739939725916663e-07,6.28122193541359e-07,3.114429042428207e-06,6.839187921815157e-07,5.028606068733292e-07,3.1569033535467015e-05,6.990688292169762e-07,6.69415669288169e-07,7.942649173887578e-07,6.92150161271176e-07
6,9.572847048029105e-07,1.2875211612354556e-06,6.810385014326853e-07,6.096864593480962e-06,1.028592909471144e-06,5.932665359279376e-07,6.634550640359848e-07,6.978365126052178e-07,3.4519032239739637e-06,7.444124026174219e-07,5.710766353464389e-07,3.511063342048084e-05,7.968850826546071e-07,7.652161828798691e-07,8.962879132815961e-07,8.028401625650927e-07
7,1.0842452624756823e-06,1.4242227593290527e-06,7.615612756815307e-07,6.604970511169967e-06,1.1028523700853776e-06,6.360001868488967e-07,7.438892384819629e-07,7.625013968928632e-07,3.764338114288243e-06,8.041012193869791e-07,6.355700974159283e-07,3.822808406512155e-05,8.845328643187431e-07,8.567404430971268e-07,9.867675192096767e-07,9.133375821599882e-07
8,1.2177815562712352e-06,1.5508097233831643e-06,8.339767325569975e-07,7.062566401160568e-06,1.1684218853141476e-06,6.761413788528573e-07,8.144634264137361e-07,8.219353420020363e-07,4.052980437161854e-06,8.62578683949523e-07,6.958819150535645e-07,4.088755754316176e-05,9.618779391628535e-07,9.441064058276909e-07,1.0657127600354068e-06,1.0232033170845564e-06
9,1.3582461002496807e-06,1.6672970114402392e-06,8.986488501495215e-07,7.470044161432729e-06,1.2247062272075262e-06,7.134272751023352e-07,8.745125585242442e-07,8.759607762412681e-07,4.320821854483634e-06,9.194770600471944e-07,7.515232601007126e-07,4.305743831713843e-05,1.0294047197888055e-06,1.0276082781884145e-06,1.1336451170344644e-06,1.1319025836051077e-06
