,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,EMG9,EMG10,EMG11,EMG12,EMG13,EMG14,EMG15,EMG16
0,-1.2213878942809884e-10,1.9072669961766792e-07,1.5570945614052146e-06,9.001566921485193e-07,3.6743442463699874e-09,4.952319205596296e-08,2.3174818724922193e-07,1.6940974371525024e-07,7.993276586273613e-07,8.260849167544959e-08,6.656519753591143e-07,1.6779262451606814e-06,-2.3649698734671624e-08,-5.636594842894125e-09,-1.665537309154152e-08,4.221014271761525e-07
1,8.534410700057015e-08,2.8040370721920265e-07,1.702838455068978e-06,1.0053907401463646e-06,1.1603174460295387e-07,9.950137011413404e-08,3.291438289661928e-07,2.4238576462881103e-07,1.1538033125283065e-06,2.4885854847344763e-07,8.202502555223237e-07,1.2047228747457799e-05,6.927399817184865e-08,7.275850500299397e-08,7.722815983278873e-08,5.789921541468899e-07
2,1.6664290183700014e-07,3.7409708985185433e-07,1.8540794406003695e-06,1.1116381085918586e-06,2.2603152535390756e-07,1.494247231369134e-07,4.2529925600558685e-07,3.14701635081714e-07,1.522429519928292e-06,4.1260462048445505e-07,9.712627752177053e-07,2.197517160377157e-05,1.6003966117519755e-07,1.499691967617355e-07,1.6985289580055392e-07,7.400592651804037e-07
3,2.4340045102039223e-07,4.707116240724129e-07,2.010461850636313e-06,1.2173654056317652e-06,3.325242843349214e-07,1.983894553161619e-07,5.192186224200797e-07,3.8467460096550006e-07,1.8980031719257291e-06,5.715791470240142e-07,1.1168284732020558e-06,3.128152823563343e-05,2.4762649693591936e-07,2.2479177727375025e-07,2.603291063895361e-07,9.027729970636169e-07
4,3.152308991725001e-07,5.693299639391362e-07,2.171362192354886e-06,1.321337521305299e-06,4.3437357039416644e-07,2.455886519064501e-07,6.098969386200982e-07,4.5088041390426134e-07,2.2759133783514544e-06,7.237681848555747e-07,1.2551099840147706e-06,3.981264334826346e-05,3.3107203001872273e-07,2.962699359690387e-07,3.4792786928342344e-07,1.0647365477697633e-06
5,3.817196911253612e-07,6.693318659497618e-07,2.3358259045111044e-06,1.422593789931564e-06,5.304823247992787e-07,2.9035435092703633e-07,6.964117113396893e-07,5.122889704979804e-07,2.6543652117550143e-06,8.675890421808864e-07,1.3845163025214012e-06,4.745572556118772e-05,4.095026136371986e-07,3.637460838204988e-07,4.321297347559613e-07,1.2239320431441844e-06
6,4.424151864447815e-07,7.704168593767214e-07,2.502547462292344e-06,1.5204217740507787e-06,6.198412855748434e-07,3.32198803279918e-07,7.78070817026403e-07,5.683405344827429e-07,3.033684166555742e-06,1.001883039771879e-06,1.5038859287991975e-06,5.414515759934978e-05,4.82226037175133e-07,4.269531186939097e-07,5.126338934535145e-07,1.3789172178361781e-06
7,4.968610524872878e-07,8.724858181627876e-07,2.6698286006317195e-06,1.6144097079321074e-06,7.015862868973369e-07,3.708526626221894e-07,8.54475012044592e-07,6.189062428590666e-07,3.4152115244547117e-06,1.1257937812474775e-06,1.612495433280197e-06,5.985609521694744e-05,5.488073690280818e-07,4.860145942323754e-07,5.893068243500824e-07,1.5288174545165083e-06
8,5.44704981143169e-07,9.754595458910544e-07,2.835492137432392e-06,1.7045410379244397e-06,7.750633313483914e-07,4.062564185815199e-07,9.254126112397534e-07,6.64119911570344e-07,3.8005400435517047e-06,1.238760349196342e-06,1.7099580777702477e-06,6.458825130355275e-05,6.090851060485153e-07,5.412935138139163e-07,6.620979225773378e-07,1.6730739662702348e-06
9,5.858494950308929e-07,1.0791503199460154e-06,2.996826346669591e-06,1.7912036417260532e-06,8.398756919672189e-07,4.384858195217808e-07,9.907220680081875e-07,7.041778271022848e-07,4.19128119667937e-06,1.3405877800962817e-06,1.7961606252535575e-06,6.835060968214985e-05,6.631700050031308e-07,5.932447465023941e-07,7.309659370030769e-07,1.811126493781381e-06
10,6.205493269288242e-07,1.1832037228439317e-06,3.1506866309649664e-06,1.8750224812825202e-06,8.958651779092639e-07,4.6765775915446336e-07,1.0502677105866924e-06,7.392359846985877e-07,4.58886890512516e-06,1.4314065003920524e-06,1.8712221234937987e-06,7.115871710055901e-05,7.11427774792037e-07,6.423608523751334e-07,7.958814153688759e-07,1.942247317524533e-06
11,6.494028043050104e-07,1.287060744684008e-06,3.2938434053716187e-06,1.9565889112112193e-06,9.430299275675586e-07,4.938735733733661e-07,1.1039630374196324e-06,7.694245339644614e-07,4.9942591910483635e-06,1.5115246775580163e-06,1.935352243432432e-06,7.304482455282851e-05,7.544244961247101e-07,6.891323783234031e-07,8.56891044756979e-07,2.0656109119506196e-06
12,6.732487390178728e-07,1.3899562306144579e-06,3.423530798585344e-06,2.0362910225849365e-06,9.814379958978671e-07,5.172058272846172e-07,1.1517412249883292e-06,7.948878929460003e-07,5.407832069674254e-06,1.581271899376043e-06,1.988691426259702e-06,7.406892674611241e-05,7.928487519803486e-07,7.339765672976983e-07,9.141178513681885e-07,2.180541075655006e-06
13,6.930190642635328e-07,1.4910144667349696e-06,3.5380081652875136e-06,2.114337503448267e-06,1.0111993631134711e-06,5.377013981152468e-07,1.1934831844320934e-06,8.157881684262107e-07,5.829498639028797e-06,1.6409140805087882e-06,2.0313380599407428e-06,7.431990762244089e-05,8.274083512221362e-07,7.771939940696337e-07,9.676602866996926e-07,2.2867091617954217e-06
14,7.096389670045971e-07,1.589414230525059e-06,3.636899219956558e-06,2.1908471673248265e-06,1.0325266532929297e-06,5.554139488430218e-07,1.2289520511681458e-06,8.323231119995379e-07,6.25888276036044e-06,1.6906808023104539e-06,2.0635263105080056e-06,7.390554066926728e-05,8.587371104790125e-07,8.189960033192439e-07,1.017521182682748e-06,2.384085918866865e-06
15,7.240124397285338e-07,1.6845105089525878e-06,3.721146160484511e-06,2.2658673623618044e-06,1.045850374526883e-06,5.704751205545585e-07,1.2578057169443215e-06,8.447998458110319e-07,6.695503930438366e-06,1.730814578943138e-06,2.0857450934933694e-06,7.293750346828998e-05,8.874029343823233e-07,8.595540192528278e-07,1.0636573557493233e-06,2.4726875115723602e-06
16,7.370198852988506e-07,1.7758538334160481e-06,3.792564003016577e-06,2.339314355982903e-06,1.0518775797022862e-06,5.831286424971235e-07,1.279727201527784e-06,8.536934277522777e-07,7.138696056405272e-06,1.7615969653610907e-06,2.0987138709613816e-06,7.151964336150051e-05,9.139793702311632e-07,8.989885898588977e-07,1.1060576337027312e-06,2.5522908102905687e-06
17,7.494748130088628e-07,1.8631464470599033e-06,3.853197959431926e-06,2.4108842503901534e-06,1.051508986845155e-06,5.936929574469054e-07,1.294598098188125e-06,8.596102787673666e-07,7.587085363763778e-06,1.783441770007077e-06,2.1032837944653346e-06,6.974356804505401e-05,9.390315806925541e-07,9.373148707127881e-07,1.1447272960387466e-06,2.6222945646504976e-06
18,7.620792958819996e-07,1.946156189295015e-06,3.904899579262105e-06,2.4799882267963205e-06,1.045688281582656e-06,6.025166585672817e-07,1.302605372548174e-06,8.63182292630435e-07,8.03797415106136e-06,1.7970224837056244e-06,2.1003969484742074e-06,6.768937615209986e-05,9.630114029544918e-07,9.74433841329589e-07,1.1796188938479299e-06,2.6817974856798477e-06
19,7.754258299132017e-07,2.0245748836650057e-06,3.94937012133103e-06,2.545756942472186e-06,1.0353015421312704e-06,6.09946823544404e-07,1.3042150699820111e-06,8.649831666255931e-07,8.487163005441832e-06,1.8033031718987527e-06,2.0911609721581142e-06,6.542816192079979e-05,9.861989298639486e-07,1.0101552595995129e-06,1.2106336445125705e-06,2.7298127489738564e-06
20,7.900264888033201e-07,2.0979218893165866e-06,3.98842761731799e-06,2.607112188817278e-06,1.0211162271939413e-06,6.162926331294816e-07,1.300021582999412e-06,8.6550808640083e-07,8.929261438131935e-06,1.8034487418108825e-06,2.0768726347168194e-06,6.302553284083217e-05,1.00875588073447e-06,1.0441882690753512e-06,1.2376808022350426e-06,2.7655196242997638e-06
21,8.063095289518364e-07,2.1656236180583305e-06,4.024128343396295e-06,2.6628705708253135e-06,1.003723579418726e-06,6.218001915988747e-07,1.2906188053687845e-06,8.652150317419816e-07,9.358118191254168e-06,1.7986601293065132e-06,2.0588429953746053e-06,6.054567661430164e-05,1.0308219267697804e-06,1.0761354897608468e-06,1.2606994535464765e-06,2.7885021040339043e-06
22,8.245779880065002e-07,2.2272000215004495e-06,4.058619348974778e-06,2.711878652774808e-06,9.835147645871734e-07,6.266616113774937e-07,1.2766204184132093e-06,8.646090579029893e-07,9.767187991621593e-06,1.7899901946118873e-06,2.0382055988978727e-06,5.8053642665260806e-05,1.052544407800645e-06,1.1055558404716603e-06,1.2796752122378078e-06,2.798899259758051e-06
23,8.449794352058212e-07,2.2823923371628184e-06,4.0938094501758464e-06,2.7532101061642484e-06,9.607294527642961e-07,6.31060655379541e-07,1.2587270147664137e-06,8.642782458838192e-07,1.0149903435447354e-05,1.778211559212026e-06,2.015933237904627e-06,5.5613630723657904e-05,1.0740066189732746e-06,1.1320897911085124e-06,1.2946679320654308e-06,2.797402006677245e-06
24,8.675034542761532e-07,2.3311867957573998e-06,4.131145381504287e-06,2.7863873493988414e-06,9.355933408539157e-07,6.352036905644833e-07,1.2376884132266879e-06,8.648235046231462e-07,1.0499827789287882e-05,1.763787428719775e-06,1.992975567881176e-06,5.3284672439529826e-05,1.0951295019392694e-06,1.1555488174866756e-06,1.3057657784539669e-06,2.7851538542593316e-06
25,8.919988918331012e-07,2.3737894674323354e-06,4.1716908061579065e-06,2.811498828045022e-06,9.08486520477949e-07,6.392914104652659e-07,1.2141925416886773e-06,8.667628398807823e-07,1.0810524833602872e-05,1.746919328384205e-06,1.970310578071628e-06,5.1118498070922566e-05,1.115628440344122e-06,1.1758800318012723e-06,1.3130288721536989e-06,2.7636426120165503e-06
26,9.182175979050354e-07,2.4105969307078925e-06,4.216277907056875e-06,2.8291277352206776e-06,8.800203161297735e-07,6.434752589868558e-07,1.188795354456808e-06,8.704940985876554e-07,1.1076221120673289e-05,1.7275780679396297e-06,1.948874366571073e-06,4.916206479865471e-05,1.1350368825790663e-06,1.1931135414769068e-06,1.3165090388514851e-06,2.73453240960796e-06
27,9.458675015386483e-07,2.442157285670323e-06,4.265451842790051e-06,2.8401548385057543e-06,8.509709050977352e-07,6.47839299526088e-07,1.161935985747704e-06,8.763136466321525e-07,1.1293731184264965e-05,1.705492939481861e-06,1.9294576572905344e-06,4.746166357275052e-05,1.15278615128154e-06,1.2074247546274603e-06,1.316279789953993e-06,2.6994029074944225e-06
28,9.746309927551603e-07,2.469101228918965e-06,4.319311655678326e-06,2.8455478284149703e-06,8.221352474719534e-07,6.523939791904178e-07,1.1340140448163083e-06,8.844461307572039e-07,1.1463782284995163e-05,1.6802237072058694e-06,1.9126503787864584e-06,4.606442448792816e-05,1.1683227941129372e-06,1.2191846821185738e-06,1.3124847515288927e-06,2.6595988644623496e-06
29,1.0041448766456513e-06,2.4920474277201163e-06,4.377525781882935e-06,2.8461686284265e-06,7.942046784586893e-07,6.571002193453302e-07,1.1054799084523404e-06,8.950373989018274e-07,1.1590292811005185e-05,1.6514409695145338e-06,1.8988723446276592e-06,4.501614904552887e-05,1.1812288360265827e-06,1.2288869313474448e-06,1.3054064783547018e-06,2.6163528190179e-06
30,1.033974963617352e-06,2.5115099317653126e-06,4.439599967555332e-06,2.8426063340563442e-06,7.677013145458885e-07,6.619353860581749e-07,1.0768769797930897e-06,9.081128955629318e-07,1.167879296429415e-05,1.6193027119909173e-06,1.8884338431754386e-06,4.435734555932393e-05,1.1913238295641914e-06,1.237090160994736e-06,1.2954276543536249e-06,2.5709924310938913e-06
31,1.0635937764010228e-06,2.5278328186922216e-06,4.505170402346126e-06,2.835115056080565e-06,7.429653287075545e-07,6.669326988278409e-07,1.0487971242788576e-06,9.23562610459047e-07,1.1735571477038497e-05,1.5845967119667626e-06,1.8815426693279722e-06,4.4120299334492134e-05,1.1986894884644617e-06,1.2444327812243052e-06,1.28290320118234e-06,2.5249844416321375e-06
32,1.0923585769353808e-06,2.5411269203472042e-06,4.573993946472529e-06,2.823672052128239e-06,7.201655157361619e-07,6.721679846946183e-07,1.0217764982013283e-06,9.411839373670682e-07,1.176738749544383e-05,1.5485022593565133e-06,1.8782774276310877e-06,4.4328075532142735e-05,1.2035731378485655e-06,1.2515828740734574e-06,1.2680847843967778e-06,2.4798338542086095e-06
33,1.119501667633961e-06,2.551166563628754e-06,4.6456238488439e-06,2.8080164063005405e-06,6.993299479069824e-07,6.777596941014629e-07,9.962116588984741e-07,9.607346760411183e-07,1.178080560418962e-05,1.512213424100018e-06,1.8785632541727117e-06,4.499429499620054e-05,1.2063043464845233e-06,1.2591055926011673e-06,1.2511587343243965e-06,2.436957974981817e-06
34,1.1441328491879768e-06,2.5573105221980985e-06,4.719199065819246e-06,2.7876383770378645e-06,6.804096683143958e-07,6.838906318388784e-07,9.723449025844771e-07,9.819320669778878e-07,1.1781138462986912e-05,1.4767144380028454e-06,1.8821578182695882e-06,4.612298685450352e-05,1.2073164481227393e-06,1.2673896698094796e-06,1.2323637963830097e-06,2.397571559315669e-06
35,1.1652765101077015e-06,2.558560617363435e-06,4.7936319482525806e-06,2.7618652507906956e-06,6.633509564579889e-07,6.907896984269065e-07,9.50303292765602e-07,1.0043976514522973e-06,1.1771693028708175e-05,1.4427564030990435e-06,1.8886972949505926e-06,4.7708407083358685e-05,1.2071254596772685e-06,1.2766714159548464e-06,1.2120451863549007e-06,2.3626455515728605e-06
36,1.182008095445675e-06,2.5537628334736195e-06,4.867950730301718e-06,2.730028701892757e-06,6.481145360598615e-07,6.986751435035646e-07,9.301800148364356e-07,1.0276073367532158e-06,1.1753623842242424e-05,1.4109085332994889e-06,1.8977524456275595e-06,4.9734664078901897e-05,1.206222099602603e-06,1.2870524583987254e-06,1.1905723045781893e-06,2.3329604840031765e-06
37,1.1936692117399954e-06,2.5418859619951193e-06,4.9414870040169855e-06,2.6915564465578622e-06,6.346270373951575e-07,7.077149716619772e-07,9.121513821966683e-07,1.0509043549365704e-06,1.172611309705181e-05,1.3815615173151334e-06,1.9087600633951937e-06,5.2175614045304364e-05,1.2050172671018904e-06,1.2984891387472412e-06,1.168229545651603e-06,2.3090992930184724e-06
38,1.2000134201769743e-06,2.5223104660904034e-06,5.013864755988444e-06,2.64601146113707e-06,6.227338164845302e-07,7.180153939129876e-07,8.965605409810979e-07,1.073615411738351e-06,1.168652018525321e-05,1.3548982468335896e-06,1.9209248897852034e-06,5.4995518344822215e-05,1.2038526605042879e-06,1.3108147802370763e-06,1.1451640943223012e-06,2.291337192241208e-06
39,1.2011702152993714e-06,2.495041593795433e-06,5.084856692640007e-06,2.593226329556976e-06,6.122347432847678e-07,7.296304185904898e-07,8.838878079617902e-07,1.0952363738067464e-06,1.1630590114958457e-05,1.330886045018776e-06,1.933305804404828e-06,5.81501050529361e-05,1.2030049939127373e-06,1.323752052390324e-06,1.121425173307025e-06,2.2795935462203923e-06
40,1.1974740304694136e-06,2.4607746776458124e-06,5.154190421505607e-06,2.5335328443622494e-06,6.030078219500904e-07,7.425981068710105e-07,8.746231213857003e-07,1.1155166664709673e-06,1.1552844870552854e-05,1.3092737280690356e-06,1.9449978177405304e-06,6.158731552026498e-05,1.2026797079009603e-06,1.3368613306753995e-06,1.0971028706241467e-06,2.273507083639158e-06
